YAL001C	468	243	225	547	255	292	571	266	305	0.77	1.3	0.74	1.36
YAL002W	1175	275	900	1158	289	869	1210	302	908	1.04	0.97	0.99	1.01
YAL003W	5114	272	4842	2707	302	2405	2830	315	2515	2.01	0.5	1.93	0.52
YAL004W	285	8515	12985	293	12692	13576	306	13270	0.67	1.49	0.64	1.56	0.65
YAL005C	8199	275	7924	14236	324	13912	14884	338	14546	0.57	1.76	0.54	1.84
YAL007C	275	1185	1303	291	1012	1362	304	1058	1.17	0.85	1.12	0.89	1.04
YAL008W	1726	290	1436	2972	326	2646	3107	340	2767	0.54	1.84	0.52	1.93
YAL009W	1285	264	1021	870	290	580	909	303	606	1.76	0.57	1.68	0.59
YAL010C	960	278	682	1560	283	1277	1631	295	1336	0.53	1.87	0.51	1.96
YAL011W	956	262	694	908	308	600	949	322	627	1.16	0.86	1.11	0.9
YAL012W	2220	265	1955	1369	293	1076	1431	306	1125	1.82	0.55	1.74	0.58
YAL013W	776	270	506	1055	306	749	1103	319	784	0.68	1.48	0.65	1.55
YAL014C	472	248	224	538	243	295	562	254	308	0.76	1.32	0.73	1.38
YAL015C	555	250	305	460	250	210	480	261	219	1.45	0.69	1.39	0.72
YAL016W	1521	259	1262	3353	254	3099	3505	265	3240	0.41	2.46	0.39	2.57
YAL017W	426	246	180	505	238	267	528	248	280	0.67	1.48	0.64	1.56
YAL018C	241	246	462	264	198	483	276	207	1.24	0.8	1.19	0.84	1
YAL019W	946	250	696	589	262	327	615	273	342	2.13	0.47	2.04	0.49
YAL020C	495	256	239	443	239	204	463	249	214	1.17	0.85	1.12	0.9
YAL021C	1162	259	903	1511	271	1240	1579	283	1296	0.73	1.37	0.7	1.44
YAL022C	901	258	643	627	261	366	655	272	383	1.76	0.57	1.68	0.6
YAL023C	2648	284	2364	1151	255	896	1203	266	937	2.64	0.38	2.52	0.4
YAL024C	546	266	280	419	271	148	438	283	155	1.89	0.53	1.81	0.55
YAL025C	1065	251	814	551	260	291	576	271	305	2.8	0.36	2.67	0.37
YAL026C	1541	271	1270	1390	286	1104	1453	299	1154	1.15	0.87	1.1	0.91
YAL027W	258	434	702	288	414	733	301	432	1.05	0.95	1	1	1
YAL028AW	265	460	1471	286	1185	1538	299	1239	0.39	2.58	0.37	2.69	0.42
YAL028W	285	2696	4438	316	4122	4640	330	4310	0.65	1.53	0.63	1.6	0.64
YAL029C	2130	259	1871	1817	277	1540	1899	289	1610	1.21	0.82	1.16	0.86
YAL030W	1136	271	865	1503	260	1243	1571	271	1300	0.7	1.44	0.67	1.5
YAL031C	1206	281	925	1647	278	1369	1722	290	1432	0.68	1.48	0.65	1.55
YAL032C	1011	300	711	1136	309	827	1187	323	864	0.86	1.16	0.82	1.22
YAL033W	826	268	558	958	259	699	1001	270	731	0.8	1.25	0.76	1.31
YAL034AW	278	417	645	294	351	674	307	367	1.19	0.84	1.14	0.88	1
YAL034C	500	246	254	458	279	179	478	291	187	1.42	0.7	1.36	0.74
YAL035W	3743	289	3454	3506	279	3227	3665	291	3374	1.07	0.93	1.02	0.98
YAL036C	1317	265	1052	663	265	398	693	277	416	2.64	0.38	2.53	0.4
YAL037W	263	277	454	269	185	474	281	193	1.5	0.67	1.44	0.7	1
YAL038W	4740	274	4466	4635	277	4358	4846	289	4557	1.02	0.98	0.98	1.02
YAL039C	983	262	721	865	282	583	904	294	610	1.24	0.81	1.18	0.85
YAL040C	1611	253	1358	1254	287	967	1311	300	1011	1.4	0.71	1.34	0.74
YAL041W	1200	252	948	1452	288	1164	1518	301	1217	0.81	1.23	0.78	1.28
YAL042W	1707	290	1417	1447	289	1158	1512	302	1210	1.22	0.82	1.17	0.85
YAL043C	570	260	310	494	265	229	516	277	239	1.35	0.74	1.3	0.77
YAL044C	2359	282	2077	2555	274	2281	2671	286	2385	0.91	1.1	0.87	1.15
YAL045C	262	597	894	236	658	934	246	688	0.91	1.1	0.87	1.15	0.99
YAL046C	237	408	549	269	280	574	281	293	1.46	0.69	1.39	0.72	1.08
YAL047C	583	271	312	493	258	235	515	269	246	1.33	0.75	1.27	0.79
YAL048C	232	118	391	245	146	408	256	152	0.81	1.24	0.78	1.29	1
YAL049C	285	1219	2019	278	1741	2110	290	1820	0.7	1.43	0.67	1.49	0.71
YAL051W	1003	279	724	1123	296	827	1174	309	865	0.88	1.14	0.84	1.19
YAL053W	247	1725	2811	267	2544	2939	279	2660	0.68	1.47	0.65	1.54	0.67
YAL054C	1118	269	849	860	280	580	899	292	607	1.46	0.68	1.4	0.71
YAL055W	253	798	1211	285	926	1266	297	969	0.86	1.16	0.82	1.21	0.91
YAL056W	263	296	525	270	255	548	282	266	1.16	0.86	1.11	0.9	1
YAL058W	1148	279	869	1036	295	741	1083	308	775	1.17	0.85	1.12	0.89
YAL059W	263	410	610	268	342	637	280	357	1.2	0.83	1.15	0.87	1
YAL060W	1929	272	1657	3482	278	3204	3640	290	3350	0.52	1.93	0.49	2.02
YAL061W	1328	255	1073	3632	298	3334	3797	311	3486	0.32	3.11	0.31	3.25
YAL062W	1638	273	1365	3005	285	2720	3141	297	2844	0.5	1.99	0.48	2.08
YAL063C	239	304	495	243	252	517	254	263	1.21	0.83	1.16	0.87	1
YAL064W	403	253	150	385	261	124	402	272	130	1.21	0.83	1.15	0.87
YAL065C	256	494	728	269	459	761	281	480	1.08	0.93	1.03	0.97	1
YAL066W	249	127	369	246	123	385	257	128	1.03	0.97	0.99	1.01	1
YAL067C	245	470	468	273	195	489	285	204	2.41	0.41	2.3	0.43	1.7
YAR002AC	253	179	400	251	149	418	262	156	1.2	0.83	1.15	0.87	1
YAR002W	635	266	369	581	272	309	607	284	323	1.19	0.84	1.14	0.88
YAR003W	1145	273	872	752	287	465	786	300	486	1.88	0.53	1.79	0.56
YAR007C	1078	265	813	620	272	348	648	284	364	2.34	0.43	2.23	0.45
YAR008W	521	270	251	521	255	266	544	266	278	0.94	1.06	0.9	1.11
YAR009C	475	259	216	422	257	165	441	268	173	1.31	0.76	1.25	0.8
YAR010C	4554	263	4291	6950	289	6661	7266	302	6964	0.64	1.55	0.62	1.62
YAR014C	382	244	138	371	236	135	387	246	141	1.02	0.98	0.98	1.02
YAR015W	2143	272	1871	2369	317	2052	2476	331	2145	0.91	1.1	0.87	1.15
YAR018C	913	264	649	730	296	434	763	309	454	1.5	0.67	1.43	0.7
YAR019C	1294	257	1037	1427	284	1143	1492	296	1196	0.91	1.1	0.87	1.15
YAR020C	245	248	488	266	222	510	278	232	1.12	0.9	1.07	0.94	1
YAR023C	253	388	784	248	536	819	259	560	0.72	1.38	0.69	1.44	0.83
YAR027W	1354	277	1077	3668	282	3386	3835	294	3541	0.32	3.14	0.3	3.29
YAR028W	248	420	749	279	470	783	291	492	0.89	1.12	0.85	1.17	1
YAR029W	561	270	291	597	287	310	624	300	324	0.94	1.07	0.9	1.11
YAR030C	234	252	564	247	317	589	258	331	0.79	1.26	0.76	1.31	1
YAR031W	252	676	1451	274	1177	1517	286	1231	0.57	1.74	0.55	1.82	0.6
YAR033W	637	244	393	960	251	709	1003	262	741	0.55	1.8	0.53	1.89
YAR035W	1091	268	823	1114	272	842	1164	284	880	0.98	1.02	0.94	1.07
YAR037W	265	556	783	252	531	818	263	555	1.05	0.96	1	1	1
YAR040C	243	448	708	286	422	740	299	441	1.06	0.94	1.02	0.98	1
YAR042W	271	637	1152	249	903	1204	260	944	0.71	1.42	0.67	1.48	0.75
YAR043C	239	233	528	257	271	552	268	284	0.86	1.16	0.82	1.22	1
YAR044W	810	268	542	951	257	694	994	268	726	0.78	1.28	0.75	1.34
YAR047C	277	488	657	296	361	686	309	377	1.35	0.74	1.29	0.77	1.06
YAR050W	497	247	250	432	249	183	451	260	191	1.37	0.73	1.31	0.76
YAR052C	254	342	521	246	275	544	257	287	1.24	0.8	1.19	0.84	1
